03033.2*A,0J8,FLYING TEN,ARCHER,FL,ASO,ORL,PU,29-37-08.1000N,082-30-31.6000W,PR,,NON-NPIAS,,N,,INSTR,10,0
03033.21*A,FL66,PEACH ORCHARD,ARCHER,FL,ASO,ORL,PR,29-33-25.7500N,082-29-48.3000W,PR,,NON-NPIAS,,N,,,7,0
03038.*H,FA66,TRAVEL LODGE,ATLANTIC BEACH,FL,ASO,ORL,PR,30-19-26.8670N,081-24-42.3060W,PR,,NON-NPIAS,,N,,,0,40450
03039.*H,1FD3,JFK MEDICAL CENTER,ATLANTIS,FL,ASO,ORL,PR,26-35-59.0000N,080-05-28.0000W,PR,,NON-NPIAS,,N,,,0,0
03040.02*H,FA53,EAGLES NEST,AUBURNDALE,FL,ASO,ORL,PR,28-02-38.0000N,081-50-55.0000W,PR,,NON-NPIAS,,N,,,0,0
03040.01*C,1FL0,GARNER LANDING,AUBURNDALE,FL,ASO,ORL,PR,28-06-13.0600N,081-48-21.2800W,PR,,NON-NPIAS,,N,,,0,32400
03040.*A,FL16,MARKET WORLD,AUBURNDALE,FL,ASO,ORL,PR,28-03-31.0710N,081-48-59.2870W,PR,,NON-NPIAS,,N,,,3,0
03041.05*H,1FD5,AVENTURA HOSPITAL & MEDICAL CENTER,AVENTURA,FL,ASO,ORL,PR,25-58-13.7500N,080-08-42.0000W,PR,,NON-NPIAS,,N,,,0,0
03042.*A,AVO,AVON PARK EXECUTIVE,AVON PARK,FL,ASO,ORL,PU,27-35-28.6796N,081-31-44.2806W,PU,,General Aviation,,N,100LLA,INSTR  RNTL  SALES,36,0
03042.1*A,FL01,CREWS HOMESTEAD RANCH,AVON PARK,FL,ASO,ORL,PR,27-37-16.1200N,081-36-38.2800W,PR,,NON-NPIAS,,N,,,0,0
03043.*A,AGR,MACDILL AFB AUX FLD,AVON PARK,FL,ASO,ORL,PR,27-38-52.2600N,081-20-29.6300W,MA,,NON-NPIAS,,N,,,0,0
03050.11*A,55FD,DOTSON,BAKER,FL,ASO,ORL,PR,30-49-06.6720N,086-41-16.8390W,PR,,NON-NPIAS,,N,,,1,0
03050.1*A,18FD,SKYPARK ESTATES OWNERS ASSOC,BAKER,FL,ASO,ORL,PR,30-51-14.6670N,086-40-01.8370W,PR,,NON-NPIAS,,N,100LL,,43,0
03052.03*H,1FL7,BARTON HMA LLC,BARTOW,FL,ASO,ORL,PR,27-55-08.0900N,081-50-42.2900W,PR,,NON-NPIAS,,N,,,0,0
03052.01*H,FD65,BARTOW HIGH SCHOOL,BARTOW,FL,ASO,ORL,PR,27-52-48.0940N,081-50-28.2950W,PU,,NON-NPIAS,,N,,,0,0
03052.*A,BOW,BARTOW MUNI,BARTOW,FL,ASO,ORL,PU,27-56-36.1000N,081-47-00.3000W,PU,,General Aviation,,Y,100LLA,AMB  AVNCS  INSTR  RNTL  SALES  SURV,82,0
03052.04*H,8FL5,DANCING OAKS,BARTOW,FL,ASO,ORL,PR,27-56-54.3700N,081-51-48.5900W,PR,,NON-NPIAS,,N,,,0,0
03052.02*H,17FD,SHERIFFS HELISTOP,BARTOW,FL,ASO,ORL,PR,27-54-00.0920N,081-50-42.2940W,PU,,NON-NPIAS,,N,,,0,27759
03053.64*A,86FD,COUNTRY LANDINGS,BELL,FL,ASO,ORL,PR,29-45-53.0000N,082-53-47.0000W,PR,,NON-NPIAS,,N,,,1,0
03053.63*A,37FL,FLYING HARNESS FARMS,BELL,FL,ASO,ORL,PR,29-43-06.8490N,082-50-40.4410W,PR,,NON-NPIAS,,N,,,1,0
03053.61*A,6FL9,SAW WHET FARMS,BELL,FL,ASO,ORL,PR,29-41-23.8480N,082-52-16.4430W,PR,,NON-NPIAS,,N,,,1,0
03053.6*A,9FL5,SHADY BEND,BELL,FL,ASO,ORL,PR,29-48-50.8350N,082-55-32.4550W,PR,,NON-NPIAS,,N,,,6,0
03054.*A,X10,BELLE GLADE STATE MUNI,BELLE GLADE,FL,ASO,ORL,PU,26-41-53.9000N,080-39-38.9000W,PU,,General Aviation,,N,,AGRI,10,0
03055.11*A,FA69,DUDA AIRSTRIP,BELLE GLADE,FL,ASO,ORL,PR,26-35-16.2510N,080-38-14.2050W,PR,,NON-NPIAS,,N,80,,2,0
03055.14*H,9FA2,LAKESIDE MEDICAL CENTER,BELLE GLADE,FL,ASO,ORL,PR,26-43-25.4100N,080-40-19.0900W,PR,,NON-NPIAS,,N,,,0,0
03055.3*C,0FL5,LAKE CONWAY SOUTH,BELLE ISLE,FL,ASO,ORL,PR,28-27-31.0000N,081-20-59.0000W,PR,,NON-NPIAS,,N,,,0,1800
03055.61*A,8FL3,BACK ACHERS,BELLEVIEW,FL,ASO,ORL,PR,29-04-22.9280N,081-59-58.3100W,PR,,NON-NPIAS,,N,,,2,0
03055.63*A,FL58,JOHARY,BELLEVIEW,FL,ASO,ORL,PR,29-01-34.9320N,081-59-16.3080W,PR,,NON-NPIAS,,N,,,7,0
03055.71*H,7FL0,JORDAN,BELLEVIEW,FL,ASO,ORL,PR,29-00-50.9340N,081-59-04.3070W,PR,,NON-NPIAS,,N,,,0,0
03055.72*C,FD79,JORDAN,BELLEVIEW,FL,ASO,ORL,PR,29-00-50.9340N,081-58-41.3060W,PR,,NON-NPIAS,,N,,,1,0
03055.6*A,2FA2,MONROE AIRPARK,BELLEVIEW,FL,ASO,ORL,PR,29-01-07.9290N,082-06-49.3220W,PR,,NON-NPIAS,,N,,,5,0
03055.62*A,8FL2,NORTON,BELLEVIEW,FL,ASO,ORL,PR,29-00-03.9300N,082-06-02.3200W,PR,,NON-NPIAS,,N,,,6,0
03055.69*H,19FL,THE VILLAGES,BELLEVIEW,FL,ASO,ORL,PR,28-58-50.0000N,081-59-26.0000W,PR,,NON-NPIAS,,N,,,0,0
03057.13*A,F95,CALHOUN COUNTY,BLOUNTSTOWN,FL,ASO,ORL,PU,30-29-13.9550N,085-06-49.6650W,PU,,General Aviation,,N,100LLA,INSTR  PAJA,11,0
03059.*H,5FD6,BOCA GRANDE HELISTOP,BOCA GRANDE,FL,ASO,ORL,PR,26-44-32.2510N,082-15-31.3400W,PU,,NON-NPIAS,,N,,,0,0
03060.03*H,58FL,A I M,BOCA RATON,FL,ASO,ORL,PR,26-24-56.2710N,080-11-29.1650W,PR,,NON-NPIAS,,N,,,0,0
03060.*A,BCT,BOCA RATON,BOCA RATON,FL,ASO,ORL,PU,26-22-42.6000N,080-06-27.7000W,PU,,Reliever,,Y,100LLA,AVNCS  CHTR  INSTR,231,0
03060.05*H,3FD8,WEST BOCA MEDICAL CENTER,BOCA RATON,FL,ASO,ORL,PR,26-21-20.0000N,080-12-01.0000W,PR,,NON-NPIAS,,N,,,0,0
03061.51*H,2FA3,HENDERSON,BOKEELIA,FL,ASO,ORL,PR,26-31-07.2820N,082-09-06.3380W,PR,,NON-NPIAS,,N,,,0,0
03063.55*H,7FD5,DOCTORS HOSPITAL,BONIFAY,FL,ASO,ORL,PR,30-45-40.6700N,085-40-56.9600W,PR,,NON-NPIAS,,N,,,0,0
03063.54*A,FA55,GARNER FIELD,BONIFAY,FL,ASO,ORL,PR,30-46-47.0000N,085-46-06.0000W,PR,,NON-NPIAS,,N,,,2,0
03063.53*A,03FD,THARPE,BONIFAY,FL,ASO,ORL,PR,30-49-43.6730N,085-43-51.7540W,PR,,NON-NPIAS,,N,,,1,0
03063.51*A,1J0,TRI-COUNTY,BONIFAY,FL,ASO,ORL,PU,30-50-44.8000N,085-36-05.0000W,PU,,General Aviation,,N,100LLA,AGRI  INSTR,41,0
03071.02*H,88FD,BETHESDA MEMORIAL HOSPITAL,BOYNTON BEACH,FL,ASO,ORL,PR,26-30-15.6000N,080-04-13.0000W,PR,,NON-NPIAS,,N,,,0,0
03071.03*H,FL47,BETHESDA WEST HOSPITAL,BOYNTON BEACH,FL,ASO,NONE,PR,26-31-45.4000N,080-11-54.4000W,PR,,NON-NPIAS,,N,,,0,6000
03071.01*G,FA44,WILLIS,BOYNTON BEACH,FL,ASO,ORL,PR,26-32-53.2540N,080-12-53.1660W,PR,,NON-NPIAS,,N,,,60,0
03075.*H,5FL2,HCA L W BLAKE HOSPITAL,BRADENTON,FL,ASO,ORL,PR,27-28-58.1440N,082-31-23.3460W,PR,,NON-NPIAS,,N,,,0,48600
03075.01*H,7FL9,LAKEWOOD RANCH MEDICAL CENTER HELISTOP,BRADENTON,FL,ASO,ORL,PR,27-23-24.1300N,082-26-07.5800W,PR,,NON-NPIAS,,N,,,0,20000
03075.02*H,FL45,MANATEE MEMORIAL HOSPITAL,BRADENTON,FL,ASO,NONE,PR,27-29-44.7200N,082-33-45.2000W,PR,,NON-NPIAS,,N,,,0,0
03075.72*H,5FL3,HOSPITAL BRANDON HELISTOP,BRANDON,FL,ASO,ORL,PR,27-55-56.0840N,082-17-18.3290W,PR,,NON-NPIAS,,N,,,0,48652
03075.71*A,FL78,LEWIS,BRANDON,FL,ASO,ORL,PR,27-53-55.0900N,082-10-57.3200W,PR,,NON-NPIAS,,N,,,0,0
03075.86*A,FD16,FLYING C FARM,BRANFORD,FL,ASO,ORL,PR,29-57-57.0000N,082-52-22.0000W,PR,,NON-NPIAS,,N,,,1,0
03075.83*A,FL02,FOX FIELD,BRANFORD,FL,ASO,ORL,PR,29-53-21.8410N,082-47-55.4440W,PR,,NON-NPIAS,,N,,,1,0
03075.82*A,2FD0,LAZYBOY,BRANFORD,FL,ASO,ORL,PR,29-58-32.8260N,082-54-26.4580W,PR,,NON-NPIAS,,N,,,1,0
03075.81*A,FD71,O'BRIEN AIRPARK EAST/WEST,BRANFORD,FL,ASO,ORL,PR,30-02-54.0000N,082-59-02.0000W,PR,,NON-NPIAS,,N,,,16,0
03075.85*A,0FL1,THOMPSON AIRFIELD,BRANFORD,FL,ASO,ORL,PR,29-59-00.0000N,082-50-08.0000W,PR,,NON-NPIAS,,N,,,0,0
03079.02*H,0FA3,BRIGHTON HELIPAD,BRIGHTON,FL,ASO,NONE,PR,27-04-33.0000N,081-04-16.2000W,PR,,NON-NPIAS,,N,A,,0,0
03083.*A,BKV,BROOKSVILLE-TAMPA BAY RGNL,BROOKSVILLE,FL,ASO,ORL,PU,28-28-25.0000N,082-27-19.5000W,PU,,General Aviation,,Y,100LLA,AMB  AVNCS  GLD  INSTR  RNTL  SALES  TOW,120,0
03083.03*A,5FD7,CHINSEGUT,BROOKSVILLE,FL,ASO,ORL,PR,28-36-41.9710N,082-22-04.3340W,PR,,NON-NPIAS,,N,,,1,0
03083.01*A,X05,PILOT COUNTRY,BROOKSVILLE,FL,ASO,ORL,PU,28-19-49.0180N,082-29-47.3450W,PR,,NON-NPIAS,,N,100LL,,26,0
03083.2*A,47FL,RANCHAERO GRAND VISTA,BROOKSVILLE,FL,ASO,ORL,PR,28-32-23.4900N,082-18-16.9900W,PR,,NON-NPIAS,,N,,,1,0
03091.02*H,5FD4,FLAGLER COUNTY EMERGENCY OPNS CENTER,BUNNELL,FL,ASO,ORL,PR,29-28-16.1000N,081-14-39.5000W,PR,,NON-NPIAS,,N,,,0,0
03093.01*A,09FD,CHERYL-LANE LANDINGS,BUSHNELL,FL,ASO,ORL,PR,28-40-15.9730N,082-05-14.3040W,PR,,NON-NPIAS,,N,,,2,0
03093.04*A,25FL,CONNELL'S WAHOO,BUSHNELL,FL,ASO,ORL,PR,28-37-55.0000N,082-09-28.0000W,PR,,NON-NPIAS,,N,,,3,0
03093.1*A,9FL1,FLYING W AIRRANCH,BUSHNELL,FL,ASO,ORL,PR,28-41-00.9680N,082-09-27.3120W,PR,,NON-NPIAS,,N,,,5,0
03093.11*A,00FA,GRASS PATCH,BUSHNELL,FL,ASO,ORL,PR,28-38-43.9700N,082-13-08.3100W,PR,,NON-NPIAS,,N,,,5,78000
03093.09*A,4FL2,KO-KEE,BUSHNELL,FL,ASO,ORL,PR,28-35-41.9790N,082-08-59.3070W,PR,,NON-NPIAS,,N,,,2,0
03093.19*H,3FA6,SUMTER COUNTY SHERIFF'S,BUSHNELL,FL,ASO,NONE,PR,28-39-45.1600N,082-06-27.0300W,PR,,NON-NPIAS,,N,,,0,0
03093.8*A,2CB,CAMP BLANDING AAF/NG,CAMP BLANDING MIL RES(STARKE),FL,ASO,ORL,PR,29-58-00.8660N,081-58-59.3700W,MR,,NON-NPIAS,,Y,,,0,0
03096.43*H,5FD8,BOKEELIA HELISTOP,CAPE CORAL,FL,ASO,ORL,PR,26-40-14.2600N,082-08-09.3320W,PU,,NON-NPIAS,,N,,,0,2701
03096.42*H,FD66,CAPE CORAL HOSPITAL,CAPE CORAL,FL,ASO,ORL,PR,26-38-18.2620N,081-56-29.3160W,PR,,NON-NPIAS,,N,,,0,0
03096.44*H,5FD9,ST JAMES HELISTOP,CAPE CORAL,FL,ASO,ORL,PR,26-30-41.2820N,082-05-18.3330W,PU,,NON-NPIAS,,N,,,0,0
03098.*A,X13,CARRABELLE-THOMPSON,CARRABELLE,FL,ASO,ORL,PU,29-50-31.2000N,084-42-04.0000W,PU,,NON-NPIAS,,N,100LL,,10,0
03098.1*A,FA43,DOG ISLAND,CARRABELLE,FL,ASO,ORL,PR,29-48-30.7580N,084-35-44.6450W,PU,,NON-NPIAS,,N,,,1,0
03098.4*C,FL04,PATE LAKE,CARYVILLE,FL,ASO,ORL,PR,30-41-31.6860N,085-45-24.7530W,PR,,NON-NPIAS,,N,,,0,0
03102.01*A,FA71,CEDARS AIRFIELD,CEDAR KEY,FL,ASO,ORL,PR,29-13-40.8740N,082-56-37.4310W,PR,,NON-NPIAS,,N,,,4,0
03102.*A,CDK,GEORGE T LEWIS,CEDAR KEY,FL,ASO,ORL,PU,29-08-03.2000N,083-03-01.7000W,PU,,General Aviation,,N,,,2,0
03103.*H,77FL,CELEBRATION HEALTH HOSPITAL,CELEBRATION,FL,ASO,ORL,PR,28-19-45.0000N,081-32-33.0000W,PR,,NON-NPIAS,,N,,,0,0
03104.*A,FD89,COLLIER/PINE BARREN AIRPARK,CENTURY,FL,ASO,ORL,PR,30-49-37.6730N,087-21-29.9180W,PR,,NON-NPIAS,,N,MOGAS,,2,2000
03106.01*H,31FD,FLORIDA STATE HOSPITAL,CHATTAHOOCHEE,FL,ASO,ORL,PR,30-42-22.6890N,084-50-32.7130W,PU,,NON-NPIAS,,N,,,0,0
03107.*A,73FD,BROOKINS AIR STRIP,CHIEFLAND,FL,ASO,ORL,PR,29-30-38.8610N,082-51-36.4330W,PR,,NON-NPIAS,,N,,,2,0
03107.04*A,51FL,CHIEFLAND SKY RANCH,CHIEFLAND,FL,ASO,ORL,PR,29-23-41.8000N,082-52-11.2000W,PR,,NON-NPIAS,,N,,,7,0
03107.03*A,79FL,NEAL FIELD,CHIEFLAND,FL,ASO,ORL,PR,29-33-09.8570N,082-52-07.4360W,PR,,NON-NPIAS,,N,,,1,0
03107.01*A,FA36,WHITE FARMS,CHIEFLAND,FL,ASO,ORL,PR,29-30-54.4600N,082-52-22.5250W,PR,,NON-NPIAS,,N,,,2,0
03107.05*A,6FD0,WINDY ACRES,CHIEFLAND,FL,ASO,ORL,PR,29-33-56.8570N,082-52-07.4370W,PR,,NON-NPIAS,,N,,,0,0
03108.03*A,FD94,HARTZOG FIELD,CHIPLEY,FL,ASO,ORL,PR,30-43-08.0000N,085-36-24.0000W,PR,,NON-NPIAS,,N,,,1,0
03108.02*H,80FL,NORTHWEST FLORIDA COMMUNITY HOSPITAL,CHIPLEY,FL,ASO,ORL,PR,30-45-57.4700N,085-32-37.5400W,PU,,NON-NPIAS,,N,,,0,0
03109.41*A,6FD2,BIG OAKS RANCH,CHULUOTA,FL,ASO,ORL,PR,28-40-00.9870N,081-05-04.2210W,PR,,NON-NPIAS,,N,,,0,0
03110.11*A,FD14,PANIOLA AIR RANCH,CITRA,FL,ASO,ORL,PR,29-22-30.9020N,082-03-29.3270W,PR,,NON-NPIAS,,N,,,1,0
03110.*A,9FD5,THOMPSON'S GOINBROKE AERO RANCH,CITRA,FL,ASO,ORL,PR,29-23-11.9000N,082-08-34.3390W,PR,,NON-NPIAS,,N,,,5,0
03111.41*A,74FD,CLARKSVILLE,CLARKSVILLE,FL,ASO,ORL,PR,30-27-50.7010N,085-10-37.7130W,PR,,NON-NPIAS,,N,,,0,0
03111.5*A,5FD1,RON WOOD,CLARKSVILLE,FL,ASO,ORL,PR,30-25-55.7000N,085-17-19.7180W,PR,,NON-NPIAS,,N,,,1,4261
03111.4*A,FL15,STEEP HEAD FARM,CLARKSVILLE,FL,ASO,ORL,PR,30-25-12.7010N,085-18-01.7180W,PR,,NON-NPIAS,,N,,,0,0
03112.*A,CLW,CLEARWATER AIR PARK,CLEARWATER,FL,ASO,ORL,PU,27-58-37.9700N,082-45-32.6050W,PU,,Reliever,,N,100LLA,INSTR  RNTL  SALES,75,0
03112.01*H,06FL,MORTON PLANT HOSPITAL,CLEARWATER,FL,ASO,ORL,PR,27-57-12.7600N,082-48-22.4800W,PR,,NON-NPIAS,,N,,,0,104361
03115.*A,21FL,KINGS FIELD,CLERMONT,FL,ASO,ORL,PR,28-30-31.0000N,081-48-01.0000W,PR,,NON-NPIAS,,N,,,2,0
03118.*A,2IS,AIRGLADES,CLEWISTON,FL,ASO,ORL,PU,26-44-06.6000N,081-03-03.8000W,PU,,General Aviation,,N,100LLA,AFRT  AGRI  INSTR  PAJA  RNTL  SALES,18,0
03117.23*A,0FL0,HARPER'S FLY-IN RANCH,CLEWISTON,FL,ASO,ORL,PR,26-43-50.0000N,081-09-50.0000W,PR,,NON-NPIAS,,N,,,2,0
03117.34*H,45FA,HENDRY MEDICAL,CLEWISTON,FL,ASO,NONE,PR,26-45-06.0000N,080-56-28.1000W,PR,,NON-NPIAS,,N,,,0,0
03117.24*A,0FL9,MC DANIEL RANCH INC,CLEWISTON,FL,ASO,ORL,PR,26-23-38.0000N,081-01-23.0000W,PR,,NON-NPIAS,,N,,,2,0
03117.21*A,2FA4,SOUTHERN RANCH,CLEWISTON,FL,ASO,ORL,PR,26-22-46.2830N,080-56-44.2360W,PR,,NON-NPIAS,,N,,,0,0
03120.12*H,3FL4,KNOBEL,COCOA,FL,ASO,ORL,PR,28-14-54.4300N,080-39-43.0900W,PR,,NON-NPIAS,,N,,,0,2472
03120.13*C,FA13,TREASURE LAGOON,COCOA,FL,ASO,ORL,PR,28-26-51.0000N,080-43-20.5000W,PR,,NON-NPIAS,,N,,,1,0
03121.12*A,XMR,CAPE CANAVERAL AFS SKID STRIP,COCOA BEACH,FL,ASO,ORL,PR,28-28-03.3100N,080-33-59.8150W,MA,,NON-NPIAS,,Y,,,0,0
03121.13*H,1FL8,CAPE CANAVERAL HOSPITAL,COCOA BEACH,FL,ASO,ORL,PR,28-21-40.0000N,080-37-20.0000W,PR,,NON-NPIAS,,N,,,0,0
03121.*A,COF,PATRICK AFB,COCOA BEACH,FL,ASO,ORL,PR,28-14-06.0204N,080-36-35.9261W,MA,,NON-NPIAS,,Y,115  B+,,0,1200
03121.8*A,2FA6,FREEFLIGHT INTL,COLEMAN,FL,ASO,ORL,PR,28-48-39.9560N,082-03-55.3080W,PR,,NON-NPIAS,,N,,,5,0
03124.1*A,FD44,EAGLES NEST AERODROME,CRESCENT CITY,FL,ASO,ORL,PR,29-25-37.0000N,081-36-15.0000W,PR,,NON-NPIAS,,N,,,22,0
03124.22*H,FD56,INHOME MEDICAL LANDING,CRESCENT CITY,FL,ASO,ORL,PR,29-27-15.9030N,081-31-09.2650W,PR,,NON-NPIAS,,N,,,0,0
03124.23*A,16FD,SKINNERS WHOLESALE NURSERY,CRESCENT CITY,FL,ASO,ORL,PR,29-24-17.9070N,081-29-45.2600W,PR,,NON-NPIAS,,N,,,0,0
03124.2*A,2FA5,THUNDERBIRD AIR PARK,CRESCENT CITY,FL,ASO,ORL,PR,29-28-19.8990N,081-34-19.2730W,PR,,NON-NPIAS,,N,100LL,,9,0
03124.3*A,28FL,JIM FINLAY FARM,CRESENT CITY,FL,ASO,ORL,PR,29-26-30.9010N,081-34-59.2730W,PR,,NON-NPIAS,,N,,,1,0
03128.1*A,CEW,BOB SIKES,CRESTVIEW,FL,ASO,ORL,PU,30-46-43.8000N,086-31-19.6000W,PU,,General Aviation,,N,100LLA    A1+,AVNCS  RNTL,38,0
03535.03*A,EGI,DUKE FIELD-(EGLIN AF AUX NR 3),CRESTVIEW,FL,ASO,ORL,PR,30-38-54.9130N,086-31-19.0537W,MA,,NON-NPIAS,,Y,B+,,0,0
03128.2*A,FD03,FIVE OAKS ESTATE,CRESTVIEW,FL,ASO,ORL,PR,30-48-00.6720N,086-26-07.8180W,PR,,NON-NPIAS,,N,,,1,0
03128.*H,11FD,NORTH OKALOOSA MEDICAL CENTER,CRESTVIEW,FL,ASO,ORL,PR,30-44-05.3600N,086-33-44.2700W,PR,,NON-NPIAS,,N,,,0,0
03128.01*A,FL81,TRIPLE B AIRPARK,CRESTVIEW,FL,ASO,ORL,PR,30-46-54.6740N,086-28-01.8210W,PR,,NON-NPIAS,,N,,,2,50590
03132.*A,CTY,CROSS CITY,CROSS CITY,FL,ASO,ORL,PU,29-38-07.9000N,083-06-17.1000W,PU,,General Aviation,,N,100LLA,,9,0
03134.*A,35FA,RIMES LAKECREST,CROSS CREEK,FL,ASO,ORL,PR,29-28-04.5900N,082-09-31.5400W,PR,,NON-NPIAS,,N,,,5,0
03135.12*H,6FD1,CRYSTAL RIVER POWER PLANT,CRYSTAL RIVER,FL,ASO,ORL,PR,28-57-34.0000N,082-41-35.0000W,PR,,NON-NPIAS,,N,,,0,0
03135.*A,CGC,CRYSTAL RIVER-CAPTAIN TOM DAVIS FLD,CRYSTAL RIVER,FL,ASO,ORL,PU,28-52-03.4000N,082-34-26.8000W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  RNTL  SALES,40,0
03135.11*A,66FD,J R'S,CRYSTAL RIVER,FL,ASO,ORL,PR,29-00-13.0000N,082-33-19.0000W,PR,,NON-NPIAS,,N,,,1,300
03135.2*A,1FA1,POST OAK RANCH,CRYSTAL RIVER,FL,ASO,ORL,PR,28-51-20.9320N,082-33-09.3590W,PR,,NON-NPIAS,,N,,,2,0
03139.*A,2FL3,FOLSOM,CYPRESS,FL,ASO,ORL,PR,30-40-21.3007N,085-05-00.4262W,PR,,NON-NPIAS,,N,,,2,0
03140.*A,FD53,CUB HAVEN,DADE CITY,FL,ASO,ORL,PR,28-27-12.0000N,082-12-54.0000W,PR,,NON-NPIAS,,N,,,1,0
03140.02*A,5FL0,DUSTY AIRPATCH,DADE CITY,FL,ASO,ORL,PR,28-24-47.0000N,082-13-24.3000W,PR,,NON-NPIAS,,N,,,1,1000
03140.03*H,89FD,TRANQUILITY PAD,DADE CITY,FL,ASO,ORL,PR,28-24-04.9000N,082-14-33.4000W,PR,,NON-NPIAS,,N,,,0,0
03140.01*A,3FL1,TWO J'S FLYING RANCH,DADE CITY,FL,ASO,ORL,PR,28-27-09.0000N,082-12-28.0000W,PR,,NON-NPIAS,,N,,,1,12500
03145.*H,FL69,GRANDE OAKS GOLF CLUB,DAVIE,FL,ASO,ORL,PR,26-04-47.3200N,080-15-17.1700W,PR,,NON-NPIAS,,N,,,0,0
03146.7*A,9FD7,FORT ATKINSON PLANTATION AIRPARK,DAY,FL,ASO,ORL,PR,30-11-46.4100N,083-18-32.5600W,PR,,NON-NPIAS,,N,,,0,0
